# Logfile created on 2026-03-31 18:27:38 +0200 by logger.rb/v1.5.3
2026-03-31 18:27:38 +0200: Memory Usage (444088K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/octowave.gds
2026-03-31 18:27:38 +0200: Memory Usage (444088K) : Ruby Version for klayout: 3.2.3
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : Loading database to memory is complete.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/IHP__SoC7610/release/v.1.0.0/gds/drc_run_2026_03_31_16_27_33/octowave_octowave_topmetal2.lyrdb
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : Evaluate switches.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : tables selected: topmetal2
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : KLayout will use 32 thread(s) in tiling mode.
2026-03-31 18:27:42 +0200: Memory Usage (658796K) : deep mode is enabled.
2026-03-31 18:27:56 +0200: Memory Usage (810588K) : alcustop_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810588K) : nometfiller_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810588K) : prboundary_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810852K) : exchange0_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810852K) : exchange0_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810852K) : exchange0_text has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810852K) : exchange1_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (810852K) : exchange1_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811116K) : exchange1_text has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811116K) : exchange2_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811116K) : exchange2_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811116K) : exchange2_text has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811116K) : exchange3_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811380K) : exchange3_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811380K) : exchange3_text has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811380K) : exchange4_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811380K) : exchange4_pin has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811380K) : exchange4_text has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811644K) : isonwell_drw has 0 polygons
2026-03-31 18:27:56 +0200: Memory Usage (811644K) : Total no. of polygons in the design is 17247781
2026-03-31 18:27:56 +0200: Memory Usage (811644K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-03-31 18:27:56 +0200: Memory Usage (811644K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-03-31 18:27:56 +0200: Memory Usage (811644K) : The following rules values were missing in tech json and default values were used:
2026-03-31 18:27:56 +0200: Memory Usage (811644K) :   - NW_f1_digibnd
2026-03-31 18:27:56 +0200: Memory Usage (811644K) :   - Cnt_c_digibnd
2026-03-31 18:27:56 +0200: Memory Usage (811644K) :   - Cnt_c_sram
2026-03-31 18:27:56 +0200: Memory Usage (811644K) :   - Sdiod_b
2026-03-31 18:27:56 +0200: Memory Usage (811644K) :   - Sdiod_c
2026-03-31 18:27:56 +0200: Memory Usage (811908K) : Total area of the design is 11222500.0 um^2.
2026-03-31 18:27:56 +0200: Memory Usage (811908K) : The design dimensions are 3350.0 µm * 3350.0 µm.
2026-03-31 18:27:56 +0200: Memory Usage (811908K) : Starting general IHP-SG13G2 derivations.
2026-03-31 18:27:56 +0200: Memory Usage (811908K) : Starting Pwell derivations
2026-03-31 18:27:57 +0200: Memory Usage (847464K) : Starting IHP-SG13G2 DRC rules.
2026-03-31 18:27:57 +0200: Memory Usage (847464K) : Starting 5.25. TopMetal2 table
2026-03-31 18:27:57 +0200: Memory Usage (847464K) : Executing rule TM2.a
2026-03-31 18:27:57 +0200: Memory Usage (847464K) : Executing rule TM2.b
2026-03-31 18:27:57 +0200: Memory Usage (849152K) : KLayout DRC run for tables 'topmetal2' completed in 19.12 seconds
